"PctKids2Par","PctIlleg","PctFam2Par","racePctWhite","PctYoungKids2Par","PctTeen2Par","racepctblack","pctWInvInc","pctWPubAsst","FemalePctDiv","state","communityname","ViolentCrimesPerPop","community","county","countyname","commentary","Latitude","Longitude","Latitude_scaled","Longitude_scaled"
0.5,0.32,0.5,0.62,0.58,0.66,0.02,0.34,0.77,0.63,6,"SanJacinto",0.26,67112,65,"Riverside","",33.783908,-116.958636,0.139045767415988,0.834553226681709
0.64,0.15,0.65,0.69,0.77,0.75,0.04,0.43,0.29,0.63,6,"LaQuinta",0.31,40354,65,"Riverside","",33.646692,-116.310008,0.122365939971293,0.909683259386071
0.74,0.15,0.77,0.82,0.81,0.75,0.03,0.5,0.17,0.51,6,"SimiValley",0.1,72016,111,"Ventura","",34.269447,-118.781483,0.198067359195883,0.623414400227952
0.4,0.46,0.41,0.35,0.41,0.41,0.09,0.23,1,0.64,6,"Madera",0.51,45022,39,"Madera","",36.961336,-120.060717,0.525290452860427,0.475241807838275
0.66,0.2,0.69,0.78,0.66,0.63,0.05,0.3,0.57,0.52,6,"Hesperia",0.16,33434,71,"SanBernardino","",34.426389,-117.300878,0.217145057706446,0.794911625250987
0.74,0.15,0.75,0.55,0.83,0.71,0.07,0.55,0.26,0.48,6,"Fremont",0.2,26000,1,"Alameda","",37.548269,-121.988572,0.596637388797908,0.251939993548316
0.62,0.21,0.59,0.59,0.75,0.53,0.1,0.63,0.18,0.74,6,"MountainView",0.17,49670,85,"SantaClara","",37.386053,-122.08385,0.576918588594078,0.24090402338359
0.59,0.29,0.55,0.74,0.7,0.54,0.03,0.46,0.32,0.68,6,"Burbank",0.2,8954,37,"LosAngeles","",34.180839,-118.308967,0.187296267266227,0.678145528907772
0.7,0.07,0.63,0.88,0.81,0.48,0.02,0.68,0.15,0.63,6,"SierraMadre",0.06,71806,37,"LosAngeles","",34.161672,-118.052847,0.184966347631255,0.707811691910665
0.68,0.17,0.68,0.57,0.82,0.66,0.08,0.58,0.21,0.53,6,"SanBruno",0.12,65028,81,"SanMateo","",37.630489,-122.411083,0.60663196240815,0.203000901729966
0.57,0.4,0.61,0.61,0.58,0.53,0.04,0.34,0.4,0.64,6,"CathedralCity",0.51,12048,65,"Riverside","",33.779742,-116.465292,0.138539352995406,0.891696844987579
0.42,0.96,0.47,0,0.47,0.5,0.02,0.02,0.95,0.56,6,"Cudahy",0.66,17498,37,"LosAngeles","",33.960569,-118.18535,0.160520486080046,0.692463981476601
0.4,0.21,0.38,0.87,0.38,0.4,0.01,0.55,0.52,0.54,6,"Hemet",0.38,33182,65,"Riverside","",33.747519,-116.971967,0.134622360226702,0.833009108225548
0.23,0.84,0.18,0,0.29,0.23,0.86,0.36,0.88,0.78,6,"Oakland",0.999999,53000,1,"Alameda","",37.804364,-122.271114,0.62776801794793,0.219213392630139
0.55,0.45,0.59,0.38,0.52,0.58,0.01,0.31,0.71,0.37,6,"Reedley",0.3,60242,19,"Fresno","",36.596339,-119.450403,0.480921815253795,0.545933962324252
0.63,0.16,0.57,0.95,0.77,0.61,0.01,0.57,0.48,0.73,6,"Auburn",0.16,3204,61,"Placer","",38.896564,-121.076889,0.760534659848994,0.35753946444074
0.7,0.15,0.69,0.89,0.71,0.63,0.01,0.62,0.33,0.53,6,"ArroyoGrande",0.29,2868,79,"SanLuisObispo","",35.118586,-120.590725,0.301287770784629,0.413851429418636
0.43,0.39,0.39,0.56,0.49,0.41,0.05,0.27,0.94,0.83,6,"WestSacramento",0.38,84816,113,"Yolo","",38.580461,-121.530233,0.722109523605768,0.305029012307428
0.56,0.28,0.57,0.24,0.62,0.54,0.41,0.37,0.52,0.59,6,"Vallejo",0.6,81666,95,"Solano","",38.104086,-122.256636,0.664201897680462,0.220890367126296
0.54,0.6,0.58,0.11,0.57,0.62,0.03,0.17,0.59,0.46,6,"SouthGate",0.45,73080,37,"LosAngeles","",33.954736,-118.212017,0.159811432955884,0.68937516541851
0.62,0.17,0.55,0.89,0.84,0.32,0.02,0.61,0.07,0.63,6,"HermosaBeach",0.22,33364,37,"LosAngeles","",33.862236,-118.399519,0.148567233747088,0.667656967326333
0.49,0.45,0.5,0.58,0.51,0.57,0.05,0.17,0.96,0.51,6,"Brawley",0.41,8058,25,"Imperial","",32.978658,-115.530267,0.0411604548442686,1
0.51,0.51,0.64,0.51,0.72,0.67,0.05,0.26,0.4,0.45,6,"SantaAna",0.45,69000,59,"Orange","",33.745572,-117.867833,0.134385685028221,0.72924170706691
0.9,0.04,0.86,0.85,0.84,0.8,0.02,0.64,0.05,0.44,6,"AgouraHills",0.15,394,37,"LosAngeles","",34.153339,-118.761675,0.18395339723118,0.625708744116603
0.58,0.28,0.59,0.6,0.63,0.51,0.11,0.44,0.41,0.67,6,"PortHueneme",0.2,58296,111,"Ventura","",34.180728,-119.208158,0.187282774227177,0.573992995811039
0.53,0.4,0.52,0.55,0.55,0.47,0.15,0.38,0.54,0.71,6,"Lompoc",0.19,42524,83,"SantaBarbara","",34.63915,-120.457942,0.243008053034694,0.429231572015908
0.85,0.15,0.9,0.68,0.91,0.88,0.03,0.5,0.15,0.31,6,"Moorpark",0.1,49138,111,"Ventura","",34.144897,-118.268742,0.182927196909875,0.68280475664005
0.52,0.42,0.51,0.58,0.48,0.53,0.18,0.35,0.58,0.69,6,"Bakersfield",0.4,3526,29,"Kern","",35.373292,-119.018711,0.332249554608152,0.595936481608358
0.72,0.07,0.7,0.84,0.84,0.65,0.03,0.65,0.15,0.68,6,"PleasantHill",0.22,57764,13,"ContraCosta","",37.947978,-122.060797,0.645225579301143,0.243574232877991
0.77,0.08,0.71,0.86,0.8,0.72,0.02,0.8,0.1,0.52,6,"WalnutCreek",0.12,83346,13,"ContraCosta","",37.910078,-122.065183,0.640618496598295,0.243066206207168
0.61,0.37,0.62,0.51,0.71,0.58,0.17,0.19,0.49,0.57,6,"Fontana",0.55,24680,71,"SanBernardino","",34.092233,-117.435047,0.176525418454393,0.779370943445836
0.73,0.24,0.76,0.63,0.82,0.68,0.05,0.36,0.31,0.44,6,"Corona",0.21,16350,65,"Riverside","",33.875294,-117.566439,0.150154549998638,0.764151919202214
0.66,0.2,0.66,0.68,0.85,0.68,0.07,0.63,0.16,0.6,6,"SanMateo",0.18,68252,81,"SanMateo","",37.562992,-122.325525,0.598427100635218,0.212911012514761
0.27,0.84,0.26,0,0.42,0.47,0.84,0.23,0.81,0.8,6,"EastPaloAlto",0.97,20956,81,"SanMateo","",37.468828,-122.141075,0.586980627399573,0.234275700027973
0.7,0.28,0.79,0.73,0.78,0.68,0.15,0.42,0.27,0.47,6,"Norco",0.25,51560,65,"Riverside","",33.931125,-117.548661,0.156941305523248,0.766211129907609
0.61,0.19,0.61,0.82,0.74,0.54,0.06,0.59,0.23,0.77,6,"Martinez",0.14,46114,13,"ContraCosta","",38.019367,-122.134133,0.653903548353217,0.23507978601722
0.49,0.27,0.47,0.75,0.58,0.44,0.09,0.48,0.3,0.79,6,"PalmSprings",0.52,55254,65,"Riverside","",33.830297,-116.545292,0.144684763708928,0.882430512642462
0.44,0.51,0.41,0.38,0.44,0.41,0.16,0.32,0.97,0.7,6,"Fresno",0.59,27000,19,"Fresno","",36.746842,-119.772586,0.499216795940516,0.508615777899913
0.53,0.29,0.52,0.69,0.58,0.56,0.06,0.45,0.35,0.81,6,"Lomita",0.53,42468,37,"LosAngeles","",33.792239,-118.315072,0.140058474698242,0.677438391920685
0.49,0.35,0.5,0.61,0.55,0.39,0.1,0.3,0.8,0.66,6,"Hanford",0.28,31960,31,"Kings","",36.32745,-119.645683,0.448235961404559,0.523314845069818
0.57,0.2,0.54,0.83,0.65,0.57,0,0.36,0.64,0.7,6,"Oakdale",0.14,52694,99,"Stanislaus","",37.766594,-120.847153,0.623176737903429,0.384149591036213
0.49,0.36,0.55,0.41,0.62,0.51,0.18,0.28,0.59,0.64,6,"Montclair",0.54,48788,71,"SanBernardino","",34.077511,-117.689778,0.174735828175994,0.749865667138284
0.27,0.19,0.25,0.87,0.05,0.68,0.08,0.26,1,0.82,6,"Clearlake",0.7,13945,33,"Lake","",38.958231,-122.626372,0.768030833174496,0.178064158926866
0.69,0.02,0.67,0.94,0.88,0.68,0.01,0.69,0.11,0.85,6,"LagunaBeach",0.33,39178,59,"Orange","",33.542247,-117.783111,0.109669719578181,0.739054984678698
0.54,0.43,0.61,0.01,0.63,0.63,0.01,0.28,0.86,0.41,6,"Rosemead",0.52,62896,37,"LosAngeles","",34.080564,-118.072847,0.17510694752934,0.705495108824386
0.66,0.3,0.73,0.27,0.81,0.68,0.11,0.5,0.33,0.52,6,"Milpitas",0.14,47766,85,"SantaClara","",37.428272,-121.906625,0.582050684230794,0.261431845256883
0.56,0.28,0.63,0.38,0.69,0.65,0.01,0.35,0.54,0.47,6,"SantaPaula",0.36,70042,111,"Ventura","",34.354167,-119.059269,0.208365830082037,0.591238682767691
0.64,0.28,0.63,0.52,0.64,0.61,0.27,0.39,0.44,0.62,6,"Fairfield",0.39,23182,95,"Solano","",38.249358,-122.039967,0.68186100370706,0.245986954162349
0.58,0.41,0.61,0.36,0.62,0.53,0.4,0.26,0.61,0.59,6,"Rialto",0.57,60466,71,"SanBernardino","",34.1064,-117.370325,0.178247543537539,0.786867637971345
0.77,0.07,0.8,0.39,0.8,0.64,0.08,0.59,0.14,0.33,6,"LaPalma",0.15,40256,59,"Orange","",33.846403,-118.046731,0.146642591519273,0.70852010301845
0.66,0.17,0.58,0.77,0.81,0.69,0.06,0.57,0.09,0.68,6,"LosAlamitos",0.15,43224,59,"Orange","",33.803072,-118.072564,0.14137532237423,0.705527888475057
0.53,0.72,0.55,0,0.61,0.67,0.01,0.08,0.51,0.38,6,"Maywood",0.36,46492,37,"LosAngeles","",33.986681,-118.18535,0.163694632347506,0.692463981476601
0.54,0.53,0.62,0.07,0.67,0.73,0.02,0.18,0.59,0.42,6,"SanFernando",0.47,66140,37,"LosAngeles","",34.281947,-118.438972,0.19958684557545,0.663087159701183
0.72,0.13,0.75,0.73,0.87,0.68,0.1,0.71,0.14,0.4,6,"Claremont",0.15,13756,37,"LosAngeles","",34.096675,-117.719778,0.177065383134236,0.746390792508864
0.5,0.44,0.47,0.35,0.55,0.54,0.19,0.31,1,0.64,6,"Stockton",0.65,75000,77,"SanJoaquin","",37.957703,-121.290781,0.646407739704447,0.332764534966216
0.67,0.28,0.69,0.64,0.79,0.68,0.04,0.56,0.2,0.49,6,"Placentia",0.14,57526,59,"Orange","",33.872236,-117.870336,0.149782822850741,0.728951786693663
0.66,0.18,0.67,0.67,0.65,0.68,0.03,0.25,0.74,0.59,6,"Ceres",0.25,12524,99,"Stanislaus","",37.594933,-120.957711,0.602309813791198,0.371343751393569
0.49,0.75,0.52,0.02,0.35,0.56,0.33,0.18,1,0.52,6,"Corcoran",0.32,16224,31,"Kings","",37.977978,-122.031072,0.648872346612104,0.247017254489973
0.59,0.12,0.58,0.61,0.78,0.51,0.11,0.53,0.25,0.6,6,"SanLeandro",0.37,68084,1,"Alameda","",37.724931,-122.156078,0.618112229020877,0.232537915225801
0.53,0.4,0.62,0.37,0.69,0.62,0.1,0.35,0.53,0.52,6,"Oxnard",0.41,54652,111,"Ventura","",34.197506,-119.177053,0.189322289625287,0.577595861655975
0.58,0.32,0.64,0.55,0.67,0.54,0.25,0.18,0.69,0.53,6,"Perris",0.57,56700,65,"Riverside","",33.782519,-117.228647,0.138876922089491,0.80327808089624
0.96,0.05,0.96,0.69,1,0.91,0.01,0.96,0.09,0.09,6,"Hillsborough",0.03,33798,81,"SanMateo","",37.565159,-122.363487,0.59869051879398,0.208513906158694
0.62,0.2,0.67,0.74,0.77,0.64,0.03,0.53,0.26,0.59,6,"Orange",0.2,53980,59,"Orange","",33.787794,-117.853111,0.139518145341668,0.730946943876721
0.7,0.21,0.6,0.91,0.83,0.42,0.03,0.85,0.12,0.9,6,"MillValley",0.12,47710,41,"Marin","",37.906036,-122.544975,0.640127155482598,0.187492304600561
0.96,0,0.95,0.77,0.98,0.93,0.02,0.94,0.07,0.19,6,"PalosVerdesEstates",0.04,55380,37,"LosAngeles","",33.800572,-118.390075,0.141071425098317,0.668750857859674
0.65,0.27,0.64,0.84,0.66,0.63,0.03,0.3,0.6,0.6,6,"Manteca",0.25,45484,77,"SanJoaquin","",37.797428,-121.216053,0.626924885345635,0.34142021600979
0.66,0.18,0.68,0.8,0.66,0.64,0.08,0.35,0.47,0.52,6,"AppleValley",0.28,2364,71,"SanBernardino","",34.52393,-117.216927,0.229002035382395,0.804635598584799
0.71,0.29,0.72,0.63,0.72,0.67,0.12,0.32,0.4,0.53,6,"Palmdale",0.49,55156,37,"LosAngeles","",34.579433,-118.116461,0.235748919584405,0.700443336088136
0.66,0.06,0.6,0.86,0.86,0.45,0.02,0.63,0.09,0.74,6,"ElSegundo",0.18,22412,37,"LosAngeles","",33.919181,-118.416464,0.155489405897844,0.665694242306482
0.58,0.21,0.64,0.5,0.76,0.61,0.03,0.38,0.45,0.56,6,"GardenGrove",0.25,29000,59,"Orange","",33.773906,-117.941447,0.137829935194513,0.720715059701242
0.48,0.41,0.5,0.59,0.55,0.44,0.21,0.31,0.68,0.73,6,"Highland",0.36,33588,71,"SanBernardino","",34.128344,-117.20865,0.180915032266597,0.805594316495055
0.63,0.21,0.66,0.62,0.69,0.63,0.04,0.52,0.22,0.52,6,"Fullerton",0.22,28000,59,"Orange","",33.870292,-117.925339,0.149546512328991,0.722580835718932
0.57,0.11,0.61,0.72,0.72,0.47,0.01,0.48,0.25,0.66,6,"Carpinteria",0.2,11446,83,"SantaBarbara","",34.398883,-119.518456,0.213801458317935,0.538051440885722
0.67,0.09,0.7,0.56,0.76,0.74,0.14,0.59,0.2,0.52,6,"Pinole",0.33,57288,13,"ContraCosta","",38.004367,-122.298858,0.652080164697737,0.215999828572852
0.7,0.21,0.71,0.79,0.78,0.68,0.05,0.34,0.35,0.51,6,"Tracy",0.29,80238,77,"SanJoaquin","",37.73965,-121.425222,0.619901454622544,0.317192347631091
0.44,0.48,0.47,0.19,0.56,0.44,0.02,0.31,0.67,0.54,6,"Montebello",0.53,48816,37,"LosAngeles","",34.016506,-118.113753,0.167320126849154,0.700757001438018
0.76,0.14,0.75,0.68,0.82,0.7,0.11,0.38,0.21,0.51,6,"RanchoCucamonga",0.14,59451,71,"SanBernardino","",34.1064,-117.593108,0.178247543537539,0.761062871485815
0.61,0.23,0.55,0.54,0.72,0.51,0.13,0.6,0.28,0.69,6,"Alameda",0.25,562,1,"Alameda","",37.765206,-122.241636,0.623008014135842,0.222627804441006
0.44,0.43,0.58,0.45,0.68,0.6,0.07,0.13,0.69,0.5,6,"LaPuente",0.69,40340,37,"LosAngeles","",34.020011,-117.949508,0.167746190829984,0.719781360888317
0.44,0.74,0.47,0.21,0.55,0.52,0.21,0.16,0.66,0.6,6,"Paramount",0.81,55618,37,"LosAngeles","",33.889461,-118.159792,0.151876675081784,0.695424343002558
0.9,0.18,0.86,0.78,0.93,0.73,0.03,1,0.07,0.34,6,"Piedmont",0.06,56938,1,"Alameda","",37.824372,-122.231636,0.63020016862652,0.223786095984146
0.48,0.45,0.52,0.48,0.6,0.46,0.07,0.21,0.59,0.6,6,"Azusa",0.27,3386,37,"LosAngeles","",34.133619,-117.907564,0.181556255518775,0.724639698936863
0.63,0.34,0.65,0.44,0.72,0.63,0.01,0.29,0.46,0.45,6,"Hollister",0.38,34120,69,"SanBenito","",36.852453,-121.401603,0.512054754023113,0.319928116426834
0.6,0.16,0.6,0.81,0.7,0.54,0.12,0.3,0.63,0.59,6,"TwentyninePalms",0.42,80994,71,"SanBernardino","",34.135558,-116.054169,0.181791958245973,0.939316874396602
0.86,0.08,0.83,0.81,0.9,0.78,0.04,0.67,0.06,0.48,6,"SanRamon",0.03,68378,13,"ContraCosta","",37.779928,-121.978014,0.624797604414241,0.253162917759563
0.51,0.58,0.6,0.32,0.6,0.61,0.05,0.15,0.67,0.47,6,"BaldwinPark",0.25,3666,37,"LosAngeles","",34.085286,-117.960897,0.175680948704085,0.718462182649835
0.8,0.09,0.86,0.12,0.87,0.83,0.15,0.58,0.27,0.28,6,"Cerritos",0.37,12552,37,"LosAngeles","",33.858347,-118.064786,0.148094491144677,0.706428807637311
0.72,0.23,0.72,0.7,0.83,0.76,0.07,0.49,0.3,0.53,6,"GrandTerrace",0.13,30658,71,"SanBernardino","",34.033903,-117.313653,0.169434887212781,0.793431907804626
0.58,0.3,0.6,0.52,0.69,0.52,0.02,0.38,0.59,0.57,6,"Gilroy",0.33,29504,85,"SantaClara","",37.005783,-121.568275,0.530693381749437,0.300622639619015
0.68,0.15,0.67,0.57,0.73,0.66,0.01,0.56,0.24,0.54,6,"TempleCity",0.22,78148,37,"LosAngeles","",34.107231,-118.057847,0.178348558992053,0.707232546139096
0.74,0.1,0.7,0.81,0.78,0.58,0.02,0.68,0.08,0.59,6,"Burlingame",0.11,9066,81,"SanMateo","",37.584103,-122.366083,0.600993330791941,0.208213213674095
0.56,0.25,0.55,0.76,0.72,0.48,0.03,0.46,0.19,0.77,6,"CostaMesa",0.19,16532,59,"Orange","",33.641133,-117.918669,0.121690193988572,0.723353416178206
0.69,0.21,0.67,0.61,0.74,0.65,0.03,0.45,0.55,0.54,6,"Glendale",0.15,30000,37,"LosAngeles","",34.142508,-118.255075,0.182636792673012,0.684387793692059
0.6,0.38,0.62,0.69,0.68,0.58,0.14,0.39,0.49,0.68,6,"Lancaster",0.5,40130,37,"LosAngeles","",34.686786,-118.154164,0.248798633288859,0.696076229483037
0.25,0.62,0.23,0.02,0.34,0.25,0.85,0.36,0.77,0.82,6,"Richmond",0.999999,60620,13,"ContraCosta","",37.935758,-122.34775,0.643740129416478,0.210336709560133
0.42,0.45,0.36,0.42,0.55,0.37,0.37,0.65,0.37,0.64,6,"Berkeley",0.67,6000,1,"Alameda","",37.871592,-122.272747,0.635940180373973,0.219024243621145
0.68,0.1,0.65,0.91,0.69,0.58,0.02,0.51,0.38,0.59,6,"Atascadero",0.14,3064,79,"SanLuisObispo","",35.489417,-120.670725,0.346365583074332,0.404585097073518
0.52,0.32,0.65,0.33,0.73,0.67,0.06,0.27,0.52,0.51,6,"Norwalk",0.48,52526,37,"LosAngeles","",33.902236,-118.081733,0.153429590161703,0.704465850959152
0.48,0.57,0.49,0.35,0.58,0.44,0.37,0.5,0.44,0.6,6,"Pasadena",0.53,56000,37,"LosAngeles","",34.147786,-118.144517,0.183278380601921,0.697193633334705
0.89,0.05,0.89,0.79,0.91,0.75,0.02,0.64,0.08,0.35,6,"YorbaLinda",0.06,86832,59,"Orange","",33.888625,-117.813111,0.151775051832719,0.735580110049278
0.45,0.29,0.36,0.84,0.52,0.34,0.04,0.39,0.46,0.57,6,"Chico",0.19,13014,7,"Butte","",39.728494,-121.837478,0.861663164149262,0.269441083790231
0.59,0.21,0.58,0.66,0.63,0.62,0.02,0.41,0.5,0.64,6,"Woodland",0.24,86328,113,"Yolo","",38.678517,-121.773297,0.734029104120555,0.276875114743256
0.65,0.15,0.62,0.48,0.8,0.54,0.18,0.75,0.26,0.55,6,"ElCerrito",0.38,21796,13,"ContraCosta","",37.916133,-122.310764,0.641354535800558,0.214620766661589
0.8,0.08,0.75,0.67,0.85,0.65,0.04,0.66,0.1,0.55,6,"Irvine",0.05,36770,59,"Orange","",33.683947,-117.794694,0.126894617176955,0.737713335584279
0.58,0.28,0.6,0.64,0.68,0.59,0.02,0.45,0.3,0.61,6,"LaHabra",0.37,39290,59,"Orange","",33.931958,-117.946172,0.157042564095582,0.720167766947108
0.68,0.2,0.66,0.68,0.7,0.62,0.17,0.45,0.31,0.56,6,"Vacaville",0.18,81554,95,"Solano","",38.356578,-121.987744,0.694894550076436,0.252035900088088
0.71,0.15,0.68,0.76,0.73,0.53,0.1,0.58,0.24,0.63,6,"Benicia",0.11,5290,95,"Solano","",38.053928,-122.155571,0.658104745854355,0.232596640607038
0.56,0.27,0.52,0.53,0.68,0.4,0.2,0.61,0.19,0.72,6,"CulverCity",0.38,17568,37,"LosAngeles","",34.021122,-118.396467,0.1678812427794,0.668010477905299
0.58,0.3,0.59,0.59,0.67,0.51,0.19,0.31,0.57,0.63,6,"Victorville",0.36,82590,71,"SanBernardino","",34.536108,-117.291158,0.230482379792824,0.796037484630919
0.72,0.17,0.7,0.72,0.86,0.51,0.03,0.35,0.18,0.45,6,"Dixon",0.16,19402,95,"Solano","",38.445464,-121.823297,0.705699435383173,0.271083657027558
0.49,0.58,0.57,0.34,0.61,0.53,0.28,0.25,0.63,0.54,6,"Pomona",0.67,58072,37,"LosAngeles","",34.055228,-117.752306,0.172027130976322,0.74262310177734
0.71,0.13,0.7,0.82,0.67,0.54,0.06,0.54,0.21,0.54,6,"Ridgecrest",0.29,60704,29,"Kern","",35.622456,-117.670897,0.362537658950431,0.752052637400887
0.45,0.78,0.57,0.48,0.58,0.55,0.01,0.1,0.75,0.41,6,"SouthElMonte",0.63,72996,37,"LosAngeles","",34.051956,-118.046733,0.171629390221606,0.708519871360141
0.69,0.21,0.71,0.38,0.73,0.66,0.28,0.33,0.51,0.5,6,"SuisunCity",0.16,75630,95,"Solano","",38.238247,-122.040244,0.680510362653991,0.245954869486605
0.5,0.3,0.52,0.66,0.66,0.5,0.04,0.57,0.28,0.68,6,"SantaBarbara",0.32,69070,83,"SantaBarbara","",34.420831,-119.698189,0.216469433282635,0.51723311949341
0.76,0.11,0.78,0.67,0.88,0.73,0.02,0.66,0.21,0.45,6,"FountainValley",0.11,25380,59,"Orange","",33.709186,-117.953669,0.129962642515667,0.719299395777216
0.8,0.12,0.79,0.86,0.86,0.76,0.02,0.65,0.15,0.49,6,"ThousandOaks",0.13,78582,111,"Ventura","",34.107231,-118.057847,0.178348558992053,0.707232546139096
0.55,0.36,0.56,0.39,0.51,0.62,0.09,0.19,0.83,0.56,6,"ElCentro",0.29,21782,25,"Imperial","",32.792,-115.56305,0.0184705117532879,0.996202772834124
0.63,0.25,0.6,0.59,0.79,0.51,0.11,0.44,0.22,0.77,6,"Tustin",0.14,80854,59,"Orange","",33.74585,-117.826167,0.134419478405302,0.734067844610556
0.76,0.12,0.71,0.85,0.79,0.7,0.05,0.65,0.21,0.6,6,"Novato",0.16,52582,41,"Marin","",38.107419,-122.569703,0.664607053528709,0.184628081272684
0.62,0.19,0.67,0.54,0.77,0.69,0.02,0.45,0.48,0.51,6,"Westminster",0.2,84550,59,"Orange","",33.751342,-117.993992,0.135087079941029,0.714628816787813
0.8,0.17,0.79,0.81,0.86,0.69,0.03,0.51,0.16,0.49,6,"SantaClarita",0.26,69088,37,"LosAngeles","",34.391664,-118.542586,0.212923924544008,0.651085637706096
0.79,0.11,0.79,0.8,0.84,0.81,0.03,0.66,0.21,0.44,6,"Camarillo",0.11,10046,111,"Ventura","",34.216394,-119.037603,0.191618294324269,0.593748237225057
0.54,0.37,0.55,0.5,0.61,0.52,0.18,0.49,0.42,0.64,6,"SanDiego",0.48,66000,73,"SanDiego","",32.715328,-117.157256,0.00915034697775347,0.811547240051868
0.54,0.29,0.57,0.41,0.57,0.56,0.04,0.37,0.64,0.57,6,"SantaMaria",0.32,69196,83,"SantaBarbara","",34.953033,-120.435719,0.281163328496909,0.431805643312227
0.6,0.28,0.58,0.74,0.7,0.57,0.07,0.58,0.24,0.64,6,"RedwoodCity",0.3,60102,81,"SanMateo","",37.485214,-122.236356,0.58897249170482,0.223239382375784
0.46,0.4,0.49,0.29,0.62,0.52,0.21,0.55,0.5,0.53,6,"SanFrancisco",0.75,67000,75,"SanFrancisco","",37.774931,-122.419417,0.624190174539146,0.202035581557915
0.64,0.18,0.64,0.69,0.68,0.64,0.07,0.5,0.34,0.59,6,"Redlands",0.3,59962,71,"SanBernardino","",34.055569,-117.182539,0.172068582564756,0.808618731543347
0.63,0.42,0.66,0.28,0.69,0.7,0.46,0.3,0.37,0.56,6,"Seaside",0.45,70742,53,"Monterey","",33.819361,-118.366647,0.143355395465172,0.671464503286942
0.59,0.43,0.61,0.46,0.64,0.6,0.14,0.25,0.47,0.6,6,"Ontario",0.48,53896,71,"SanBernardino","",34.063344,-117.650889,0.173013703092848,0.754370147120399
